(32520,32560)
(32570,32584)
(32603,32641)
(32681,32687)
(32713,32752)
(32774,32920)
(32938,32960)
(32980,33000)
(33008,33015)
(33024,33073)
(33130,33156)
(33169,33176)
(33189,33239)
(33251,33256)
(33289,33293)
(33310,33438)
(33454,33481)
(33491,33543)
(33586,33613)
(33625,33671)
(33679,33734)
(33744,33798)
(33850,33981)
(33990,34022)
(34052,34112)
(34120,34173)
(34207,34272)
(34284,34290)
(34312,34373)
(34391,34511)
(34532,34584)
(34602,34607)
(34620,34625)
(34653,34662)
(34674,34721)
(34732,34782)
(34803,34855)
(34878,34942)
(34966,34998)
(35011,35103)
(35109,35251)
(35257,35276)
(35304,35323)
(35350,35489)
(35494,35650)
(35677,35716)
(35724,35743)
(35779,35790)
(35801,35817)
(35823,35832)
(35845,35856)
(35884,35899)
(35920,35922)
(35927,35952)
(35964,35980)
(36000,36023)
(36058,36081)
(36089,36126)
(36141,36149)
(36195,36205)
(36220,36224)
(36243,36248)
(36261,36261)
(36271,36282)
(36294,36402)
(36422,36467)
(36484,36521)
(36529,36546)
(36565,36656)
(36667,36755)
(36762,36908)
(36944,37016)
(37045,37086)
(37095,37108)
(37136,37173)
(37203,37209)
(37218,37221)
(37231,37242)
(37285,37292)
(37299,37349)
(37432,37477)
(37519,37613)
(37619,37662)
(37689,37710)
(37723,37748)
(37773,37785)
(37795,37851)
(37875,37881)
(37896,37941)
(37981,38018)
(38035,38098)
(38148,38227)
(38258,38273)
(38308,38362)
(38395,38454)
(38485,38489)
(38514,38528)
(38551,38571)
(38592,38648)
(38695,38715)
(38737,38758)
(38814,38832)
(38841,38858)
(38890,38899)
(38915,38941)
(38978,38989)
(39004,39045)
(39055,39159)
(39172,39180)
(39205,39223)
(39247,39335)
(39340,39613)
(39636,39639)
(39670,39698)
(39721,39754)
(39822,39837)
(39852,39977)
(39987,40163)
(40209,40273)
(40283,40432)
(40442,40555)
(40579,40690)
(40704,40841)
(40854,40881)
(40887,40923)
(40933,40944)
(40963,41025)
(41031,41053)
(41064,41331)
(41349,41375)
(41395,41411)
(41421,41574)
(41586,41747)
(41788,41794)
(41811,41822)
(41832,42135)
(42141,42268)
(42289,42367)
(42384,42391)
(42406,42442)
(42454,42460)
(42469,42490)
(42502,42523)
(42529,42547)
(42638,42719)
(42745,42779)
(42795,42808)
(42813,42848)
(42867,42960)
(42990,43033)
(43048,43064)
(43096,43171)
(43179,43211)
(43221,43238)
(43261,43276)
(43282,43318)
(43330,43371)
(43395,43439)
(43455,43536)
(43552,43563)
(43570,43622)
(43668,43687)
(43725,43782)
(43788,43801)
(43810,43834)
(43840,43858)
(43870,43891)
(43920,43925)
(43971,43978)
(44011,44034)
(44053,44058)
(44131,44143)
(44154,44165)
(44179,44181)
(44208,44208)
(44214,44251)
(44322,44325)
(44425,44445)
(44457,44480)
(44562,44691)
(44711,44747)
(44766,44802)
(44808,44907)
(44924,45589)
(45601,45680)
(45693,45931)
(45937,46031)
(46048,46072)
(46120,46221)
(46240,46286)
(46305,46321)
(46354,46363)
(46396,46439)
(46450,46493)
(46527,46537)
(46546,46694)
(46760,46787)
(46803,47491)
(47537,47595)
(47640,48550)
(48559,48562)
(48573,48577)
(48607,48683)
(48696,48775)
(48782,48929)
(48945,48975)
(49021,49023)
(49030,49081)
(49097,49141)
(49146,49150)
(49207,49251)
(49257,49281)
(49292,49380)
(49417,49502)
(49532,49549)
(49563,49617)
(49651,49725)
(49741,49811)
(49849,49878)
(49883,49939)
(49979,50029)
(50042,50132)
(50155,50173)
(50187,50196)
(50215,50351)
(50364,50366)
(50376,50417)
(50430,50464)
(50514,50574)
(50583,50642)
(50656,50716)
(50728,50835)
(50844,50900)
(50934,50987)
(50994,51001)
(51035,51603)
(51619,51652)
(51675,51682)
(51702,51782)
(51798,51818)
(51832,51854)
(51879,51924)
(51937,52089)
(52110,52114)
(52146,52156)
(52173,52191)
(52272,52335)
(52342,52362)
(52371,52442)
(52450,52472)
(52497,52509)
(52516,52522)
(52539,52654)
(52664,52702)
(52731,52740)
(52762,52870)
(52929,52932)
(52947,52949)
(52966,53155)
(53161,53181)
(53211,53231)
(53264,53350)
(53371,53393)
(53426,53446)
(53469,53473)
(53482,53517)
(53532,53549)
(53566,53578)
(53603,53668)
(53695,53776)
(53785,53812)
(53823,53836)
(53856,53866)
(53872,53877)
(53890,53927)
(53940,54030)
(54058,54066)
(54071,54103)
(54120,54324)
(54387,54448)
(54484,54553)
(54568,54571)
(54587,54698)
(54708,54728)
(54754,54786)
(54793,54893)
(54907,54934)
(54940,54958)
(54988,55046)
(55060,55127)
(55146,55166)
(55194,55284)
(55309,55323)
(55342,55389)
(55398,55425)
(55450,55468)
(55506,55595)
(55630,55645)
(55659,56067)
(56097,56098)
(56128,56145)
(56224,56379)
(56394,56401)
(56421,56513)
(56523,56532)
(56544,56560)
(56572,56601)
(56628,56640)
(56662,56757)
(56766,56782)
(56794,56863)
(56871,56912)
(56931,56971)
(56982,57026)
(57042,57062)
(57081,57118)
(57127,57143)
(57154,57172)
(57184,57187)
(57200,57208)
(57280,57290)
(57432,57459)
(57474,57519)
(57524,57537)
(57588,57592)
(57667,57679)
(57734,57775)
(57780,57831)
(57841,57900)
(57913,57986)
(58003,58005)
(58021,58123)
(58146,58205)
(58233,58264)
(58273,58765)
(58777,58940)
(58961,59011)
(59025,59045)
(59073,59119)
(59191,59251)
(59277,59521)
(59533,59586)
(59598,59909)
(59917,59923)
(59943,59975)
(59986,59988)
(60000,60006)
(60012,60056)
(60072,60076)
(60090,60105)
(60126,60165)
(60171,60196)
(60208,60215)
(60241,60334)
(60340,60352)
(60373,60478)
(60501,60547)
(60563,60587)
(60593,60613)
(60634,60668)
(60727,60735)
(60747,60764)
(60770,60898)
(60910,61880)
(61887,62012)
(62029,62093)
(62121,62128)
(62140,62186)
(62224,62277)
(62311,62371)
(62380,62556)
(62565,62614)
(62629,62638)
(62650,62697)
(62713,62731)
(62746,62767)
(62775,62839)
(62848,63016)
(63024,63372)
(63381,63423)
(63430,63438)
(63462,63482)
(63515,63527)
(63543,63659)
(63669,63684)
(63689,63758)
(63775,63786)
(63805,63812)
(63822,64098)
(64111,64145)
(64174,64204)
(64216,64282)
(64288,64379)
(64411,64422)
(64440,64483)
(64500,64527)
(64538,64555)
(64603,64715)
(64723,64754)
(64768,64793)
(64820,64841)
(64896,64920)
(64929,64946)
(64968,64993)
(65025,65033)
(65043,65046)
(65058,65085)
(65110,65142)
(65185,65222)
(65232,65311)
(65316,65348)
(65374,65436)
(65459,65463)
(65521,65545)
(65608,65631)
(65644,65646)
(65658,65732)
(65752,65781)
(65788,65814)
(65830,65963)
(65995,66013)
(66043,66102)
(66111,66138)
(66161,66216)
(66237,66314)
(66319,66406)
(66417,66419)
(66457,66459)
(66507,66510)
(66519,66661)
(66669,66718)
(66726,66770)
(66787,66804)
(66815,66842)
(66856,66967)
(66975,67243)
(67251,67405)
(67414,67542)
(67567,67574)
(67627,67658)
(67663,67701)
(67722,67724)
(67744,67768)
(67775,67797)
(67820,67863)
(67879,67896)
(67908,67924)
(67950,67958)
(67978,68058)
(68063,68141)
(68175,68269)
(68286,68331)
(68336,68417)
(68435,68525)
(68535,68542)
(68553,68566)
(68594,68624)
(68638,68714)
(68727,68735)
(68788,68827)
(68842,68861)
(68896,68901)
(68941,68974)
(68993,69042)
(69052,69171)
(69180,69408)
(69423,69449)
(69465,69468)
(69519,69569)
(69589,69709)
(69718,69726)
(69736,69784)
(69795,69813)
(69877,69885)
(69922,69932)
(69939,69958)
(69975,70014)
(70027,70039)
(70045,70079)
(70089,70154)
(70178,70187)
(70212,70220)
(70230,70355)
(70374,70433)
(70452,70476)
(70497,70688)
(70703,70790)
(70800,71169)
(71184,71232)
(71245,71344)
(71360,71431)
(71458,71512)
(71563,71629)
(71644,71686)
(71712,71732)
(71748,71773)
(71787,71859)
(71892,71972)
(71984,72157)
(72167,72173)
(72183,72388)
(72397,73009)
(73025,73181)
(73195,73258)
(73278,73376)
(73384,73437)
(73456,73490)
(73529,73534)
(73554,73593)
(73621,73921)
(73931,73983)
(73990,73996)
(74001,74016)
(74053,74079)
(74089,74142)
(74148,74165)
(74188,74238)
(74248,74262)
(74271,74284)
(74323,74349)
(74374,74383)
(74389,74400)
(74470,74478)
(74491,74574)
(74638,74648)
(74683,74697)
(74721,74741)
(74769,74796)
(74812,74835)
(74851,74919)
(74926,75061)
(75088,75125)
(75160,75173)
(75208,75239)
(75252,75263)
(75276,75302)
(75313,75438)
(75445,75460)
(75486,75511)
(75525,75574)
(75587,75641)
(75648,75655)
(75674,75743)
(75754,75831)
(75876,75898)
(75903,75915)
(75921,76100)
(76129,76211)
(76219,76230)
(76242,76248)
(76263,76302)
(76323,76339)
(76359,76420)
(76440,76465)
(76479,76495)
(76515,76528)
(76534,76550)
(76593,76596)
(76638,76713)
(76722,76728)
(76735,76862)
(76903,76941)
(76959,77019)
(77112,77126)
(77165,77312)
(77334,77375)
(77389,77419)
(77437,77499)
(77506,77511)
(77521,77534)
(77548,77617)
(77639,77657)
(77680,77682)
(77774,77802)
(77821,77840)
(77847,77883)
(77935,77987)
(77998,78012)
(78028,78066)
(78078,78083)
(78108,78209)
(78228,78252)
(78269,78319)
(78334,78340)
(78361,78368)
(78385,78391)
(78417,78495)
(78523,78598)
(78640,78648)
(78657,78663)
(78685,78718)
(78735,78840)
(78856,78977)
(78992,79025)
(79031,79106)
(79144,79259)
(79290,79362)
(79375,79540)
(79548,79656)
(79665,79770)
(79783,79814)
(79825,79835)
(79853,80068)
(80083,80190)
(80196,80298)
(80308,80512)
(80521,80623)
(80635,80689)
(80700,80755)
(80767,80815)
(80830,80964)
(81001,81040)
(81049,81150)
(81160,81203)
(81289,81291)
(81321,81331)
(81343,81390)
(81396,81464)
(81469,81573)
(81588,81647)
(81654,81741)
(81784,81823)
(81846,81864)
(81897,81905)
(81966,82008)
(82042,82049)
(82069,82075)
(82083,82118)
(82128,82146)
(82164,82165)
(82222,82246)
(82268,82360)
(82369,82420)
(82438,82536)
(82563,82571)
(82602,82723)
(82747,82791)
(82806,82828)
(82849,82908)
(82918,82935)
(82948,82991)
(83010,83036)
(83047,83110)
(83128,83166)
(83171,83199)
(83226,83230)
(83251,83274)
(83310,83362)
(83385,83392)
(83463,83466)
(83511,83615)
(83632,83642)
(83651,83885)
(83904,83907)
(83919,84005)
(84017,84057)
(84070,84110)
(84121,84161)
(84170,84203)
(84228,84261)
(84271,84281)
(84298,84429)
(84442,84458)
(84507,84560)
(84570,84570)
(84579,84616)
(84627,84956)
(84970,84980)
(84997,85408)
(85431,85476)
(85492,85580)
(85587,85628)
(85641,86316)
(86329,86433)
(86478,86500)
(86509,86518)
(86533,86548)
(86645,86662)
(86671,86700)
(86718,86749)
(86759,86769)
(86833,86851)
(86866,86882)
(86901,87001)
(87011,87015)
(87020,87054)
(87070,87141)
(87156,87176)
(87193,87226)
(87262,87271)
(87292,87294)
(87303,87323)
(87360,87376)
(87391,87429)
(87511,87514)
(87552,87576)
(87595,87624)
(87649,87684)
(87761,87765)
(87799,87801)
(87825,87893)
(87906,88008)
(88026,88026)
(88050,88065)
(88072,88075)
(88129,88180)
(88204,88222)
(88248,88270)
(88303,88319)
(88349,88397)
(88412,88426)
(88439,88523)
(88530,88548)
(88563,88664)
(88684,88710)
(88734,88760)
(88773,88792)
(88813,88840)
(88863,88939)
(88946,88987)
(89002,89050)
(89064,89086)
(89097,89138)
(89164,89195)
(89217,89232)
(89260,89296)
(89371,89408)
(89419,89433)
(89471,89498)
(89537,89576)
(89601,89610)
(89637,89679)
(89686,89712)
(89729,90635)
(90640,90728)
(90738,90915)
(90925,90966)
(90972,91018)
(91045,91069)
(91084,91141)
(91156,91986)
(91995,92173)
(92187,92229)
(92261,92272)
(92301,92306)
(92352,92360)
(92383,92386)
(92449,92468)
(92475,92501)
(92571,92657)
(92720,92733)
(92748,92748)
(92816,92874)
(92916,92928)
(92997,93034)
(93063,93123)
(93141,93637)
(93654,93867)
(93904,93912)
(93987,94005)
(94026,94048)
(94063,94101)
(94110,94125)
(94155,94185)
(94192,94252)
(94268,94290)
(94311,94318)
(94336,94410)
(94464,94513)
(94542,94563)
(94581,94599)
(94611,94617)
(94671,94687)
(94704,94726)
(94774,94856)
(94908,95019)
(95024,95070)
(95104,95156)
(95173,95267)
(95275,95372)
(95385,95715)
(95731,95777)
(95799,95834)
(95856,95893)
(95907,95975)
(96009,96009)
(96022,96078)
(96102,96123)
(96131,96161)
(96173,96220)
(96237,96278)
(96286,96317)
(96342,96385)
(96390,96509)
(96525,96559)
(96606,96686)
(96759,97387)
(97399,97461)
(97482,97499)
(97543,97556)
(97576,97626)
(97644,97656)
(97666,97716)
(97737,97795)
(97855,97908)
(97921,97935)
(97942,97978)
(98037,98046)
(98068,98087)
(98094,98096)
(98124,98131)
(98149,98173)
(98184,98218)
(98224,98286)
(98299,98313)
(98320,98330)
(98350,98437)
(98466,98466)
(98491,98513)
(98520,98540)
(98550,98575)
(98584,98912)
(98956,99014)
(99052,99091)
(99106,99139)
(99153,99170)
(99184,99370)
(99384,99487)
(99501,99530)
(99556,99573)
(99586,99605)
(99646,99652)
(99679,100012)
(100042,100133)
(100147,100176)
(100207,100236)
(100291,100339)
(100351,100443)
(100467,100471)
(100501,100507)
(100543,100580)
(100611,100700)
(100720,100736)
(100750,100849)
(100861,100914)
(100921,100927)
(100950,101022)
(101044,101183)
(101197,101257)
(101271,101411)
(101416,101452)
(101470,101525)
(101542,101556)
(101565,101574)
(101599,101802)
(101807,101827)
(101836,102195)
(102228,102244)
(102254,102284)
(102307,102413)
(102466,102470)
(102477,102487)
(102513,102537)
(102564,102576)
(102593,102623)
(102631,102663)
(102669,102679)
(102691,102693)
(102702,102803)
(102828,102835)
(102848,102866)
(102919,102931)
(102949,102953)
(102968,102985)
(103009,103018)
(103060,103131)
(103137,103198)
(103209,103211)
(103218,103263)
(103278,103310)
(103324,103355)
(103362,103394)
(103405,103425)
(103452,103472)
(103518,103522)
(103576,103593)
(103618,103648)
(103669,103709)
(103720,103773)
(103799,103832)
(103882,103960)
(103974,104143)
(104153,104266)
(104286,104453)
(104464,104548)
(104553,104564)
(104569,104708)
(104716,104844)
(104859,104953)
(104966,105066)
(105086,105115)
(105126,105300)
(105312,105319)
(105336,105406)
(105441,105493)
(105521,105737)
(105745,105829)
(105839,105937)
(105997,106009)
(106026,106033)
(106039,106045)
(106056,106085)
(106093,106112)
(106134,106291)
(106311,106342)
(106372,106413)
(106431,106460)
(106468,106501)
(106525,106606)
(106630,106642)
(106681,106702)
(106708,106730)
(106737,106756)
(106767,106859)
(106921,106930)
(106974,107015)
(107069,107173)
(107181,107184)
(107287,107315)
(107323,107333)
(107377,107425)
(107431,107438)
(107466,107477)
(107482,107569)
(107595,107605)
(107619,107738)
(107745,107776)
(107808,107864)
(107880,107896)
(107952,107959)
(108001,108021)
(108070,108252)
(108306,108314)
(108319,108327)
(108340,108388)
(108408,108551)
(108558,108570)
(108583,108801)
(108813,108983)
(108993,109048)
(109064,109144)
(109155,109291)
(109303,109639)
(109661,109728)
(109735,109753)
(109768,109823)
(109845,110107)
(110128,110159)
(110171,110217)
(110240,110245)
(110268,110288)
(110296,110314)
(110328,110390)
(110406,110485)
(110499,110572)
(110584,110633)
(110670,110752)
(110763,110846)
(110851,110987)
(111000,111332)
(111354,111502)
(111525,111611)
(111620,111652)
(111667,111719)
(111725,111746)
(111767,111781)
(111787,111829)
(111841,112407)
(112420,112489)
(112530,112593)
(112617,112646)
(112654,112668)
(112688,112745)
(112759,112797)
(112804,112866)
(112882,112964)
(112975,113063)
(113098,113180)
(113196,113203)
(113212,113339)
(113369,113416)
(113428,113564)
(113583,113628)
(113650,113657)
(113677,113731)
(113758,113768)
(113802,113830)
(113841,113867)
(113884,113920)
(113961,113975)
(113988,113997)
(114015,114025)
(114048,114064)
(114075,114087)
(114104,114116)
(114190,114202)
(114254,114283)
(114307,114313)
(114351,114394)
(114450,114478)
(114519,114535)
(114561,114752)
(114762,114895)
(114903,115032)
(115043,115302)
(115308,115363)
(115374,115376)
(115395,115406)
(115423,115473)
(115539,115553)
(115566,115575)
(115585,115595)
(115615,115625)
(115669,115682)
(115695,115717)
(115756,115823)
(115849,115954)
(115980,116196)
(116236,116280)
(116287,116309)
(116319,116319)
(116335,116443)
(116458,116495)
(116528,116543)
(116587,116662)
(116673,116676)
(116685,116705)
(116712,116722)
(116739,116761)
(116797,116820)
(116844,116863)
(116920,117002)
(117078,117092)
(117115,117129)
(117153,117175)
(117186,117205)
(117243,117267)
(117315,117328)
(117366,117401)
(117463,117478)
(117490,117507)
(117514,117524)
(117539,117570)
(117589,117604)
(117624,117632)
(117639,117670)
(117700,117728)
(117737,117769)
(117795,117816)
(117822,117928)
(117936,118110)
(118118,118663)
(118690,118700)
(118735,118764)
(118790,118937)
(118948,118950)
(118967,118980)
(119053,119073)
(119108,119129)
(119152,119187)
(119214,119256)
(119265,119268)
(119278,119322)
(119380,119409)
(119436,119498)
(119512,119647)
(119667,119786)
(119799,119817)
(119838,119858)
(119886,119999)
(120013,120060)
(120068,120119)
(120133,120459)
(120466,120561)
(120574,120652)
(120664,120754)
(120765,120774)
(120874,120918)
(120928,120949)
(120957,121002)
(121023,121034)
(121074,121129)
(121138,121191)
(121225,121242)
(121250,121282)
(121294,121323)
(121330,121339)
(121390,121399)
(121434,121446)
(121456,121470)
(121503,121554)
(121575,121582)
(121621,121691)
(121713,121740)
(121762,121766)
(121782,121807)
(121822,121840)
(121855,121890)
(121929,121959)
(121975,122015)
(122039,122200)
(122212,122512)
(122524,122588)
(122600,122813)
(122822,123030)
(123037,123082)
(123096,123101)
(123152,123202)
(123217,123245)
(123257,123287)
(123311,123323)
(123359,123427)
(123467,123549)
(123610,123666)
(123676,123716)
(123721,123770)
(123786,123794)
(123805,123814)
(123829,123874)
(123928,123966)
(123979,123987)
(124026,124038)
(124073,124115)
(124127,124192)
(124210,124272)
(124290,124295)
(124311,124410)
(124417,124454)
(124470,124472)
(124481,124494)
(124540,124587)
(124599,124699)
(124712,125480)
(125488,125638)
(125661,125676)
(125683,125708)
(125748,125798)
(125821,125883)
(125896,126287)
(126294,126531)
(126543,126721)
(126729,126758)
(126769,126942)
(126982,127063)
(127072,127100)
(127128,127197)
(127213,127235)
(127254,127371)
(127396,127422)
(127441,127468)
(127493,127500)
(127512,127590)
(127616,127634)
(127650,127705)
(127720,127722)
(127745,127773)
(127803,127810)
(127822,127842)
(127871,127992)
(128017,128064)
(128071,128097)
(128104,128117)
(128141,128195)
(128224,128243)
(128251,128743)
(128749,128997)
(129008,129065)
(129076,129590)
(129600,129679)
(129684,129805)
(129831,129897)
(129904,130121)
(130140,130185)
(130209,130266)
(130273,130362)
(130374,130789)
(130798,130803)
(130816,130851)
(130866,131046)
(131069,131082)
(131096,131157)
(131170,131222)
(131245,131267)
(131281,131306)
(131317,131353)
(131360,131454)
(131460,132140)
(132165,132298)
(132312,132350)
(132375,132388)
(132424,132517)
(132534,132707)
(132729,132745)
(132751,132796)
(132811,133017)
(133023,133047)
(133064,133089)
(133099,133106)
(133129,133178)
(133188,133213)
(133222,133237)
(133248,133311)
(133321,133378)
(133390,133414)
(133446,133577)
(133591,133611)
(133624,133714)
(133723,133730)
(133762,134503)
(134513,134623)
(134632,134646)
(134686,134701)
(134710,134839)
(134857,134864)
(134881,135078)
(135127,135176)
(135191,135267)
(135301,135322)
(135336,135418)
(135439,135488)
(135514,135526)
(135582,135589)
(135607,135618)
(135643,135707)
(135718,135730)
(135741,135798)
(135820,135867)
(135874,135890)
(135919,135945)
(135972,136004)
(136039,136063)
(136084,136140)
(136150,136166)
(136185,136225)
(136241,136252)
(136269,136284)
(136300,136361)
(136432,136454)
(136480,136485)
(136521,136527)
(136541,136623)
(136632,136666)
(136680,136737)
(136768,136827)
(136837,136852)
(136859,136871)
(136893,136914)
(136942,136980)
(136991,137011)
(137032,137140)
(137155,137187)
(137194,137211)
(137239,137297)
(137335,137344)
(137353,138843)
(138867,138871)
(138889,138903)
(138911,138950)
(138985,139066)
(139078,139083)
(139092,139120)
(139164,139212)
(139227,139232)
(139252,139390)
(139404,139410)
(139437,139639)
(139669,139755)
(139765,139807)
(139828,139916)
(139925,139957)
(139965,140017)
(140037,140047)
(140056,140078)
(140091,140118)
(140148,140178)
(140184,140212)
(140224,140298)
(140330,140353)
(140386,140433)
(140455,140505)
(140514,140538)
(140572,140753)
(140761,140769)
(140787,140976)
(140998,141039)
(141049,141126)
(141139,141277)
(141300,141356)
(141378,141409)
(141426,141448)
(141456,141610)
(141630,141655)
(141676,141731)
(141745,141793)
(141802,141809)
(141825,141895)
(141903,141911)
(141964,141972)
(141977,142094)
(142108,142228)
(142237,142306)
(142332,142380)
(142390,142444)
(142480,142495)
(142516,142619)
(142638,142656)
(142666,142693)
(142700,142746)
(142760,142764)
(142816,142826)
(142840,142859)
(142867,142948)
(143003,143048)
(143067,143076)
(143095,143186)
(143200,143215)
(143257,143288)
(143296,143342)
(143356,143585)
(143598,143696)
(143724,143762)
(143779,143827)
